Node: 0, Time: +30s, Local time: +30s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
10.0.5.0        10.0.6.1        255.255.255.0   UGS   68     -      -   1
10.0.7.0        10.0.6.1        255.255.255.0   UGS   100    -      -   1
20.0.4.0        10.0.6.1        255.255.255.0   UGS   92     -      -   1
10.0.4.0        20.0.8.2        255.255.255.0   UGS   144    -      -   2
10.0.16.0       20.0.8.2        255.255.255.0   UGS   158    -      -   2
20.0.13.0       20.0.8.2        255.255.255.0   UGS   248    -      -   2
20.0.14.0       20.0.8.2        255.255.255.0   UGS   219    -      -   2
20.0.15.0       20.0.8.2        255.255.255.0   UGS   134    -      -   2
20.0.16.0       20.0.8.2        255.255.255.0   UGS   217    -      -   2
20.0.17.0       20.0.8.2        255.255.255.0   UGS   148    -      -   2
20.0.9.0        10.0.6.1        255.255.255.0   UGS   138    -      -   1
10.0.15.0       20.0.8.2        255.255.255.0   UGS   230    -      -   2
20.0.12.0       20.0.8.2        255.255.255.0   UGS   254    -      -   2
20.0.26.0       20.0.8.2        255.255.255.0   UGS   255    -      -   2
10.0.14.0       20.0.8.2        255.255.255.0   UGS   259    -      -   2
20.0.22.0       20.0.8.2        255.255.255.0   UGS   278    -      -   2
20.0.1.0        20.0.8.2        255.255.255.0   UGS   209    -      -   2
10.0.10.0       10.0.6.1        255.255.255.0   UGS   149    -      -   1
20.0.10.0       10.0.6.1        255.255.255.0   UGS   185    -      -   1
10.0.11.0       10.0.6.1        255.255.255.0   UGS   193    -      -   1
10.0.21.0       20.0.8.2        255.255.255.0   UGS   265    -      -   2
10.0.0.0        20.0.8.2        255.255.255.0   UGS   314    -      -   2
10.0.3.0        20.0.8.2        255.255.255.0   UGS   220    -      -   2
20.0.2.0        20.0.8.2        255.255.255.0   UGS   303    -      -   2

Node: 14, Time: +30s, Local time: +30s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.0.7.0        0.0.0.0         255.255.255.0   U     0      -      -   1
20.0.4.0        0.0.0.0         255.255.255.0   U     0      -      -   2
20.0.3.0        20.0.4.1        255.255.255.0   UGS   81     -      -   2
10.0.10.0       10.0.7.2        255.255.255.0   UGS   57     -      -   1
20.0.10.0       10.0.7.2        255.255.255.0   UGS   93     -      -   1
10.0.11.0       10.0.7.2        255.255.255.0   UGS   101    -      -   1
10.0.6.0        20.0.4.1        255.255.255.0   UGS   92     -      -   2
10.0.14.0       10.0.7.2        255.255.255.0   UGS   131    -      -   1
20.0.22.0       10.0.7.2        255.255.255.0   UGS   120    -      -   1
10.0.9.0        20.0.4.1        255.255.255.0   UGS   125    -      -   2
20.0.8.0        20.0.4.1        255.255.255.0   UGS   114    -      -   2
20.0.12.0       10.0.7.2        255.255.255.0   UGS   166    -      -   1
20.0.13.0       10.0.7.2        255.255.255.0   UGS   221    -      -   1
10.0.2.0        20.0.4.1        255.255.255.0   UGS   152    -      -   2
20.0.7.0        20.0.4.1        255.255.255.0   UGS   152    -      -   2
20.0.5.0        20.0.4.1        255.255.255.0   UGS   206    -      -   2
20.0.6.0        20.0.4.1        255.255.255.0   UGS   142    -      -   2
10.0.8.0        20.0.4.1        255.255.255.0   UGS   161    -      -   2
10.0.15.0       10.0.7.2        255.255.255.0   UGS   177    -      -   1
20.0.14.0       10.0.7.2        255.255.255.0   UGS   227    -      -   1
20.0.26.0       10.0.7.2        255.255.255.0   UGS   202    -      -   1
10.0.16.0       10.0.7.2        255.255.255.0   UGS   231    -      -   1
20.0.16.0       10.0.7.2        255.255.255.0   UGS   314    -      -   1
20.0.17.0       10.0.7.2        255.255.255.0   UGS   310    -      -   1

Node: 15, Time: +30s, Local time: +30s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.0.7.0        0.0.0.0         255.255.255.0   U     0      -      -   1
20.0.9.0        0.0.0.0         255.255.255.0   U     0      -      -   2
20.0.3.0        10.0.7.1        255.255.255.0   UGS   89     -      -   1
10.0.14.0       20.0.9.2        255.255.255.0   UGS   123    -      -   2
20.0.22.0       20.0.9.2        255.255.255.0   UGS   112    -      -   2
10.0.6.0        10.0.7.1        255.255.255.0   UGS   100    -      -   1
20.0.12.0       20.0.9.2        255.255.255.0   UGS   158    -      -   2
20.0.13.0       20.0.9.2        255.255.255.0   UGS   213    -      -   2
10.0.9.0        10.0.7.1        255.255.255.0   UGS   133    -      -   1
20.0.8.0        10.0.7.1        255.255.255.0   UGS   122    -      -   1
10.0.15.0       20.0.9.2        255.255.255.0   UGS   169    -      -   2
20.0.14.0       20.0.9.2        255.255.255.0   UGS   219    -      -   2
20.0.26.0       20.0.9.2        255.255.255.0   UGS   194    -      -   2
10.0.16.0       20.0.9.2        255.255.255.0   UGS   223    -      -   2
20.0.16.0       20.0.9.2        255.255.255.0   UGS   306    -      -   2
20.0.17.0       20.0.9.2        255.255.255.0   UGS   302    -      -   2
10.0.2.0        10.0.7.1        255.255.255.0   UGS   160    -      -   1
20.0.7.0        10.0.7.1        255.255.255.0   UGS   160    -      -   1
20.0.5.0        10.0.7.1        255.255.255.0   UGS   214    -      -   1
20.0.6.0        10.0.7.1        255.255.255.0   UGS   150    -      -   1
10.0.8.0        10.0.7.1        255.255.255.0   UGS   169    -      -   1

Node: 16, Time: +30s, Local time: +30s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.0.8.0        0.0.0.0         255.255.255.0   U     0      -      -   1
20.0.5.0        0.0.0.0         255.255.255.0   U     0      -      -   2
20.0.7.0        0.0.0.0         255.255.255.0   U     0      -      -   3
10.0.6.0        20.0.7.2        255.255.255.0   UGS   71     -      -   3
20.0.8.0        20.0.7.2        255.255.255.0   UGS   60     -      -   3
10.0.15.0       10.0.8.2        255.255.255.0   UGS   170    -      -   1
20.0.12.0       10.0.8.2        255.255.255.0   UGS   194    -      -   1
20.0.26.0       10.0.8.2        255.255.255.0   UGS   195    -      -   1
10.0.14.0       10.0.8.2        255.255.255.0   UGS   199    -      -   1
10.0.11.0       10.0.8.2        255.255.255.0   UGS   226    -      -   1
20.0.22.0       10.0.8.2        255.255.255.0   UGS   218    -      -   1
20.0.1.0        10.0.8.2        255.255.255.0   UGS   149    -      -   1
20.0.3.0        20.0.7.2        255.255.255.0   UGS   118    -      -   3
10.0.21.0       10.0.8.2        255.255.255.0   UGS   205    -      -   1
10.0.10.0       10.0.8.2        255.255.255.0   UGS   273    -      -   1
20.0.10.0       10.0.8.2        255.255.255.0   UGS   262    -      -   1
10.0.0.0        10.0.8.2        255.255.255.0   UGS   254    -      -   1
10.0.3.0        10.0.8.2        255.255.255.0   UGS   160    -      -   1
20.0.2.0        10.0.8.2        255.255.255.0   UGS   243    -      -   1
10.0.5.0        20.0.7.2        255.255.255.0   UGS   128    -      -   3
10.0.7.0        20.0.7.2        255.255.255.0   UGS   160    -      -   3
20.0.4.0        20.0.7.2        255.255.255.0   UGS   152    -      -   3
20.0.25.0       10.0.8.2        255.255.255.0   UGS   224    -      -   1
20.0.9.0        20.0.7.2        255.255.255.0   UGS   198    -      -   3

Node: 17, Time: +30s, Local time: +30s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.0.8.0        0.0.0.0         255.255.255.0   U     0      -      -   1
20.0.15.0       0.0.0.0         255.255.255.0   U     0      -      -   2
20.0.17.0       0.0.0.0         255.255.255.0   U     0      -      -   3
10.0.15.0       20.0.17.2       255.255.255.0   UGS   161    -      -   3
20.0.12.0       20.0.17.2       255.255.255.0   UGS   185    -      -   3
20.0.26.0       20.0.17.2       255.255.255.0   UGS   186    -      -   3
10.0.14.0       20.0.17.2       255.255.255.0   UGS   190    -      -   3
10.0.11.0       20.0.17.2       255.255.255.0   UGS   217    -      -   3
20.0.22.0       20.0.17.2       255.255.255.0   UGS   209    -      -   3
20.0.1.0        20.0.15.1       255.255.255.0   UGS   140    -      -   2
10.0.2.0        10.0.8.1        255.255.255.0   UGS   83     -      -   1
10.0.6.0        10.0.8.1        255.255.255.0   UGS   80     -      -   1
20.0.8.0        10.0.8.1        255.255.255.0   UGS   69     -      -   1
10.0.21.0       20.0.17.2       255.255.255.0   UGS   196    -      -   3
10.0.10.0       20.0.17.2       255.255.255.0   UGS   264    -      -   3
20.0.10.0       20.0.17.2       255.255.255.0   UGS   253    -      -   3
10.0.0.0        20.0.15.1       255.255.255.0   UGS   245    -      -   2
10.0.3.0        20.0.15.1       255.255.255.0   UGS   151    -      -   2
20.0.2.0        20.0.15.1       255.255.255.0   UGS   234    -      -   2
20.0.3.0        10.0.8.1        255.255.255.0   UGS   127    -      -   1
20.0.25.0       20.0.17.2       255.255.255.0   UGS   215    -      -   3
20.0.9.0        20.0.17.2       255.255.255.0   UGS   302    -      -   3
10.0.5.0        10.0.8.1        255.255.255.0   UGS   137    -      -   1
10.0.7.0        10.0.8.1        255.255.255.0   UGS   169    -      -   1
20.0.4.0        10.0.8.1        255.255.255.0   UGS   161    -      -   1
10.0.20.0       20.0.17.2       255.255.255.0   UGS   226    -      -   3
20.0.0.0        20.0.15.1       255.255.255.0   UGS   335    -      -   2

Node: 18, Time: +30s, Local time: +30s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.0.9.0        0.0.0.0         255.255.255.0   U     0      -      -   1
20.0.6.0        0.0.0.0         255.255.255.0   U     0      -      -   2
20.0.7.0        0.0.0.0         255.255.255.0   U     0      -      -   3
10.0.4.0        20.0.7.1        255.255.255.0   UGS   111    -      -   3
10.0.16.0       20.0.7.1        255.255.255.0   UGS   125    -      -   3
20.0.13.0       20.0.7.1        255.255.255.0   UGS   215    -      -   3
20.0.14.0       20.0.7.1        255.255.255.0   UGS   186    -      -   3
20.0.15.0       20.0.7.1        255.255.255.0   UGS   101    -      -   3
20.0.16.0       20.0.7.1        255.255.255.0   UGS   184    -      -   3
20.0.17.0       20.0.7.1        255.255.255.0   UGS   115    -      -   3
20.0.3.0        10.0.9.2        255.255.255.0   UGS   91     -      -   1
10.0.15.0       20.0.7.1        255.255.255.0   UGS   197    -      -   3
20.0.12.0       20.0.7.1        255.255.255.0   UGS   221    -      -   3
20.0.26.0       20.0.7.1        255.255.255.0   UGS   222    -      -   3
10.0.14.0       20.0.7.1        255.255.255.0   UGS   226    -      -   3
20.0.22.0       20.0.7.1        255.255.255.0   UGS   245    -      -   3
20.0.1.0        20.0.7.1        255.255.255.0   UGS   176    -      -   3
10.0.5.0        10.0.9.2        255.255.255.0   UGS   101    -      -   1
10.0.7.0        10.0.9.2        255.255.255.0   UGS   133    -      -   1
20.0.4.0        10.0.9.2        255.255.255.0   UGS   125    -      -   1
10.0.21.0       20.0.7.1        255.255.255.0   UGS   232    -      -   3
10.0.0.0        20.0.7.1        255.255.255.0   UGS   281    -      -   3
10.0.3.0        20.0.7.1        255.255.255.0   UGS   187    -      -   3
20.0.2.0        20.0.7.1        255.255.255.0   UGS   270    -      -   3
20.0.9.0        10.0.9.2        255.255.255.0   UGS   171    -      -   1
20.0.25.0       20.0.7.1        255.255.255.0   UGS   251    -      -   3
10.0.10.0       10.0.9.2        255.255.255.0   UGS   182    -      -   1
20.0.10.0       10.0.9.2        255.255.255.0   UGS   218    -      -   1
10.0.11.0       10.0.9.2        255.255.255.0   UGS   226    -      -   1

Node: 19, Time: +30s, Local time: +30s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.0.9.0        0.0.0.0         255.255.255.0   U     0      -      -   1
20.0.8.0        0.0.0.0         255.255.255.0   U     0      -      -   2
20.0.3.0        20.0.8.1        255.255.255.0   UGS   80     -      -   2
10.0.4.0        10.0.9.1        255.255.255.0   UGS   122    -      -   1
10.0.16.0       10.0.9.1        255.255.255.0   UGS   136    -      -   1
20.0.13.0       10.0.9.1        255.255.255.0   UGS   226    -      -   1
20.0.14.0       10.0.9.1        255.255.255.0   UGS   197    -      -   1
20.0.15.0       10.0.9.1        255.255.255.0   UGS   112    -      -   1
20.0.16.0       10.0.9.1        255.255.255.0   UGS   195    -      -   1
20.0.17.0       10.0.9.1        255.255.255.0   UGS   126    -      -   1
10.0.5.0        20.0.8.1        255.255.255.0   UGS   90     -      -   2
10.0.7.0        20.0.8.1        255.255.255.0   UGS   122    -      -   2
20.0.4.0        20.0.8.1        255.255.255.0   UGS   114    -      -   2
10.0.15.0       10.0.9.1        255.255.255.0   UGS   208    -      -   1
20.0.12.0       10.0.9.1        255.255.255.0   UGS   232    -      -   1
20.0.26.0       10.0.9.1        255.255.255.0   UGS   233    -      -   1
10.0.14.0       10.0.9.1        255.255.255.0   UGS   237    -      -   1
20.0.22.0       10.0.9.1        255.255.255.0   UGS   256    -      -   1
20.0.1.0        10.0.9.1        255.255.255.0   UGS   187    -      -   1
20.0.9.0        20.0.8.1        255.255.255.0   UGS   160    -      -   2
10.0.21.0       10.0.9.1        255.255.255.0   UGS   243    -      -   1
10.0.0.0        10.0.9.1        255.255.255.0   UGS   292    -      -   1
10.0.3.0        10.0.9.1        255.255.255.0   UGS   198    -      -   1
20.0.2.0        10.0.9.1        255.255.255.0   UGS   281    -      -   1
10.0.10.0       20.0.8.1        255.255.255.0   UGS   171    -      -   2
20.0.10.0       20.0.8.1        255.255.255.0   UGS   207    -      -   2
10.0.11.0       20.0.8.1        255.255.255.0   UGS   215    -      -   2
20.0.25.0       10.0.9.1        255.255.255.0   UGS   262    -      -   1

Node: 20, Time: +30s, Local time: +30s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.0.10.0       0.0.0.0         255.255.255.0   U     0      -      -   1
20.0.9.0        0.0.0.0         255.255.255.0   U     0      -      -   2
10.0.14.0       10.0.10.2       255.255.255.0   UGS   85     -      -   1
20.0.22.0       10.0.10.2       255.255.255.0   UGS   74     -      -   1
20.0.3.0        20.0.9.1        255.255.255.0   UGS   127    -      -   2
20.0.12.0       10.0.10.2       255.255.255.0   UGS   120    -      -   1
20.0.13.0       10.0.10.2       255.255.255.0   UGS   175    -      -   1
10.0.6.0        20.0.9.1        255.255.255.0   UGS   138    -      -   2
10.0.15.0       10.0.10.2       255.255.255.0   UGS   131    -      -   1
20.0.14.0       10.0.10.2       255.255.255.0   UGS   181    -      -   1
20.0.26.0       10.0.10.2       255.255.255.0   UGS   156    -      -   1
10.0.16.0       10.0.10.2       255.255.255.0   UGS   185    -      -   1
20.0.16.0       10.0.10.2       255.255.255.0   UGS   268    -      -   1
20.0.17.0       10.0.10.2       255.255.255.0   UGS   264    -      -   1
10.0.9.0        20.0.9.1        255.255.255.0   UGS   171    -      -   2
20.0.8.0        20.0.9.1        255.255.255.0   UGS   160    -      -   2
10.0.21.0       10.0.10.2       255.255.255.0   UGS   166    -      -   1
10.0.8.0        10.0.10.2       255.255.255.0   UGS   273    -      -   1
20.0.15.0       10.0.10.2       255.255.255.0   UGS   329    -      -   1
10.0.4.0        10.0.10.2       255.255.255.0   UGS   278    -      -   1
20.0.1.0        10.0.10.2       255.255.255.0   UGS   343    -      -   1

Node: 21, Time: +30s, Local time: +30s, Ipv4StaticRouting table
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
127.0.0.0       0.0.0.0         255.0.0.0       U     0      -      -   0
10.0.10.0       0.0.0.0         255.255.255.0   U     0      -      -   1
20.0.10.0       0.0.0.0         255.255.255.0   U     0      -      -   2
10.0.14.0       20.0.10.2       255.255.255.0   UGS   74     -      -   2
20.0.22.0       20.0.10.2       255.255.255.0   UGS   63     -      -   2
